City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Muncar,ID,-8.4333,114.3333,83.84,76,87,4.65,overcast clouds
347,Valparaiso,CL,-33.0393,-71.6273,53.47,82,75,3.44,broken clouds
348,Lata,PT,40.1629,-8.3327,60.93,98,100,1.41,overcast clouds
349,Vaitape,PF,-16.5167,-151.75,81.52,72,81,12.5,broken clouds
350,Koson,UZ,39.0375,65.585,70.12,25,100,18.1,overcast clouds
351,Itarema,BR,-2.9248,-39.9167,76.8,90,69,8.99,broken clouds
352,Makat,KZ,47.6469,53.3463,58.69,62,89,13.8,overcast clouds
353,Lotofaga,WS,-13.9764,-171.8578,80.38,75,16,12.66,light rain
354,Rheinau,DE,48.8667,8.2,61.99,88,12,1.14,few clouds
355,Dolzhanskaya,RU,46.6311,37.8039,60.49,76,100,13.6,overcast clouds
356,Manicore,BR,-5.8092,-61.3003,72.68,95,100,2.44,overcast clouds
357,Kavieng,PG,-2.5744,150.7967,85.35,68,6,6.4,clear sky
358,Quibor,VE,9.9287,-69.6201,74.77,78,100,6.04,overcast clouds
359,Rathcoole,IE,53.2828,-6.4728,52.2,81,5,15.97,clear sky
360,Viru,PE,-8.4167,-78.75,66.47,79,99,2.26,overcast clouds
361,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,20.71,few clouds
362,Vung Tau,VN,10.346,107.0843,81.39,80,100,6.46,overcast clouds
363,Narsaq,GL,60.9167,-46.05,44.82,83,95,1.88,overcast clouds
364,Qarchi Gak,AF,37.04,66.7889,80.74,22,7,8.61,clear sky
365,Caravelas,BR,-17.7125,-39.2481,75.15,95,62,5.68,broken clouds
366,Mabaruma,GY,8.2,-59.7833,77.34,88,93,6.22,overcast clouds
367,Yurimaguas,PE,-5.9,-76.0833,68.95,95,100,2.64,overcast clouds
368,Magnor,SE,59.9511,12.1996,35.33,50,0,3.65,clear sky
369,Mamou,GN,10.5,-12.0,71.42,90,100,3.2,overcast clouds
370,Necochea,AR,-38.5473,-58.7368,51.06,63,100,15.28,overcast clouds
371,Ovalle,CL,-30.5983,-71.2003,61.92,60,0,1.5,clear sky
372,Pavlodolskaya,RU,43.7192,44.4781,56.26,82,100,4.29,overcast clouds
373,Carutapera,BR,-1.195,-46.02,76.32,92,49,5.64,light rain
374,Rudbar,AF,30.15,62.6,85.1,13,4,3.09,clear sky
375,Nogliki,RU,51.8333,143.1667,40.32,99,100,9.62,overcast clouds
376,Nokaneng,BW,-19.6667,22.2667,63.97,45,92,9.86,overcast clouds
377,Clyde River,CA,70.4692,-68.5914,21.99,93,69,0.96,broken clouds
378,Bonfim,BR,3.0833,-59.95,77.41,89,100,2.68,overcast clouds
379,Kerema,PG,-7.9631,145.7785,82.2,73,11,5.48,few clouds
380,Lagoa,PT,39.05,-27.9833,57.74,60,100,16.44,overcast clouds
381,Saint-Augustin,CA,51.226,-58.6502,39.61,94,100,21.65,overcast clouds
382,Rio Grande,BR,-32.035,-52.0986,57.31,79,31,28.7,scattered clouds
383,Ust-Uda,RU,54.1742,103.0304,71.51,37,40,2.28,scattered clouds
384,Laguna,US,38.421,-121.4238,91.38,36,0,10.36,clear sky
385,Inirida,CO,3.8653,-67.9239,75.15,97,99,1.43,overcast clouds
386,Limerick,IE,52.6647,-8.6231,51.08,91,12,10.16,few clouds
387,Hokitika,NZ,-42.7167,170.9667,59.47,73,25,2.98,scattered clouds
388,Pandamatenga,BW,-18.5278,25.627,56.07,71,38,4.7,scattered clouds
389,Tautira,PF,-17.7333,-149.15,80.71,71,100,11.68,overcast clouds
390,Shache,CN,38.4167,77.2406,71.58,33,47,1.52,scattered clouds
391,Avera,US,33.194,-82.5271,69.31,45,0,3.94,clear sky
392,Goderich,CA,43.7501,-81.7165,44.91,81,0,5.99,clear sky
393,Malinovskiy,RU,61.1953,62.8397,44.56,92,100,6.89,light rain
394,Phan Thiet,VN,10.9333,108.1,80.55,82,100,1.57,overcast clouds
395,Kendari,ID,-3.945,122.4989,82.22,82,99,1.14,overcast clouds
396,Lavrentiya,RU,65.5833,-171.0,32.16,82,77,5.79,broken clouds
397,Havelock,US,34.8791,-76.9013,72.95,83,0,5.75,clear sky
398,Quatre Cocos,MU,-20.2078,57.7625,69.1,65,9,15.86,clear sky
399,Cayenne,GF,4.9333,-52.3333,78.1,1,75,2.3,broken clouds
400,Loviisa,FI,60.4566,26.2251,42.3,93,100,7.2,overcast clouds
401,Henties Bay,NA,-22.116,14.2845,65.28,59,0,3.36,clear sky
402,Ketchikan,US,55.3422,-131.6461,44.58,81,100,13.8,moderate rain
403,Anaco,VE,9.4389,-64.4728,79.99,74,100,10.04,overcast clouds
404,Hambantota,LK,6.1241,81.1185,81.81,80,67,21.32,broken clouds
405,Gazanjyk,TM,39.2446,55.5154,66.42,65,6,4.5,clear sky
406,Dukat,RU,62.55,155.55,34.05,83,81,6.33,broken clouds
407,Aksarka,RU,66.5606,67.7975,39.29,66,14,6.87,few clouds
408,Yulara,AU,-25.2406,130.9889,67.37,33,100,2.15,overcast clouds
409,Shreveport,US,32.5251,-93.7502,85.05,73,0,6.91,clear sky
410,Angoche,MZ,-16.2325,39.9086,68.72,92,16,8.66,few clouds
411,Jalu,LY,29.0331,21.5482,78.51,26,0,7.74,clear sky
412,Belmonte,BR,-15.8631,-38.8828,77.49,92,16,9.31,few clouds
413,Bilibino,RU,68.0546,166.4372,36.27,100,100,2.15,overcast clouds
414,Katsuura,JP,35.1333,140.3,65.89,78,100,6.82,overcast clouds
415,Hofn,IS,64.2539,-15.2082,47.16,90,100,11.77,overcast clouds
416,Scottsbluff,US,41.8666,-103.6672,66.56,57,100,8.05,overcast clouds
417,Dakoro,NE,14.5106,6.765,79.2,8,0,6.62,clear sky
418,Mandiana,GN,10.6333,-8.6833,78.87,62,99,5.84,light rain
419,Temerloh,MY,3.4483,102.4176,83.28,75,100,1.16,overcast clouds
420,Collie,AU,-33.3667,116.15,60.33,87,100,5.99,moderate rain
421,Biryukove,UA,47.9563,39.7384,48.42,70,100,3.8,overcast clouds
422,Yagoua,CM,10.3411,15.2329,80.73,64,100,8.59,overcast clouds
423,Abeche,TD,13.8292,20.8324,83.12,20,79,7.87,broken clouds
424,Kurumkan,RU,54.3,110.3,62.29,51,100,0.76,overcast clouds
425,Maku,IR,39.2911,44.4521,51.51,80,76,0.65,broken clouds
426,Tessalit,ML,20.1986,1.0114,85.73,9,49,5.55,scattered clouds
427,Kirakira,SB,-10.4544,161.9205,84.07,73,27,3.83,scattered clouds
428,Shahr-E Babak,IR,30.1165,55.1186,68.56,19,0,7.38,clear sky
429,Radchenko,RU,56.6803,36.3718,38.43,92,78,7.61,broken clouds
430,Owando,CG,-0.4819,15.8999,71.08,96,100,2.57,light rain
431,Fort-Shevchenko,KZ,44.5086,50.263,61.12,81,100,12.06,overcast clouds
432,Aksu,CN,41.1231,80.2644,73.54,28,0,5.57,clear sky
433,Pampa,US,35.5362,-100.9599,90.55,19,0,6.91,clear sky
434,Gap,FR,44.6667,6.0,46.83,71,26,5.46,scattered clouds
435,Sumter,US,28.7086,-82.0831,78.13,82,41,4.43,scattered clouds
436,Charlottetown,CA,46.2352,-63.1267,55.78,73,1,8.01,clear sky
437,North Bend,US,43.4065,-124.2243,57.24,81,0,11.5,clear sky
438,Leua,SK,48.2156,18.6071,53.82,93,10,4.38,clear sky
439,Faratsiho,MG,-19.4,46.95,46.36,95,25,5.57,scattered clouds
440,Tarauaca,BR,-8.1614,-70.7656,65.17,98,93,1.39,overcast clouds
441,Camapua,BR,-19.5314,-54.0439,50.2,59,15,6.8,few clouds
442,San Juan,AR,-31.5375,-68.5364,49.44,39,0,4.81,clear sky
443,Vao,NC,-22.6667,167.4833,75.72,75,71,15.46,broken clouds
444,Cannes,FR,43.55,7.0167,66.2,87,0,3.44,clear sky
445,Shingu,JP,33.7333,135.9833,70.32,54,100,6.15,overcast clouds
446,Kamenka,RU,51.3223,42.7678,39.81,94,22,10.09,few clouds
447,Kulhudhuffushi,MV,6.6221,73.07,83.46,78,100,22.77,moderate rain
448,Bereda,ES,43.2686,-7.5406,56.41,100,100,0.85,overcast clouds
449,Borogontsy,RU,62.6683,131.1683,44.69,66,94,7.11,light rain
450,Chernyshevskiy,RU,63.0128,112.4714,47.28,55,45,4.09,scattered clouds
451,Jiuquan,CN,39.7432,98.5174,73.11,13,41,13.67,scattered clouds
452,Dharchula,IN,29.85,80.5333,75.79,37,70,0.6,broken clouds
453,Santa Maria,BR,-29.6842,-53.8069,50.11,96,100,18.05,light rain
454,Konevo,RU,62.1215,39.3192,36.52,94,100,4.25,overcast clouds
455,Ocampo,MX,21.65,-101.5,70.03,30,100,9.98,overcast clouds
456,Banjarmasin,ID,-3.3244,114.591,84.34,71,67,2.89,broken clouds
457,Saldanha,ZA,-33.0117,17.9442,64.6,59,100,19.39,overcast clouds
458,Abancay,PE,-13.6339,-72.8814,56.14,93,89,3.44,overcast clouds
459,Severo-Kurilsk,RU,50.6789,156.125,46.87,68,4,5.97,clear sky
460,Nago,JP,26.5881,127.9761,77.85,67,71,9.53,broken clouds
461,Omaruru,NA,-21.4333,15.9333,59.77,46,79,4.68,broken clouds
462,Victoria,HK,22.2855,114.1577,80.65,35,42,11.99,scattered clouds
463,Vanavara,RU,60.34,102.2797,65.19,54,99,9.51,light rain
464,Juneau,US,58.3019,-134.4197,51.8,77,100,8.05,overcast clouds
465,Tuatapere,NZ,-46.1333,167.6833,58.21,64,90,7.45,overcast clouds
466,Bera,BD,24.0833,89.6167,87.85,69,43,12.17,scattered clouds
467,Vallenar,CL,-28.5708,-70.7581,61.59,42,0,1.48,clear sky
468,Namibe,AO,-15.1961,12.1522,71.71,64,0,8.52,clear sky
469,Betamcherla,IN,15.4667,78.1667,79.66,65,100,4.16,moderate rain
470,Zaysan,KZ,47.4667,84.8667,72.1,33,0,1.63,clear sky
471,Gourcy,BF,13.2167,-2.35,85.78,26,85,2.44,overcast clouds
472,Yongchang,CN,30.0381,119.7317,74.61,50,100,1.92,overcast clouds
473,San Quintin,MX,30.4833,-115.95,60.22,78,11,14.2,few clouds
474,Ancud,CL,-41.8697,-73.8203,45.18,70,100,8.32,overcast clouds
475,Koumac,NC,-20.5667,164.2833,81.14,63,50,5.39,scattered clouds
476,Kieta,PG,-6.2167,155.6333,85.39,72,11,6.64,light rain
477,Nsanje,MW,-16.92,35.262,62.87,98,43,2.82,scattered clouds
478,Port Blair,IN,11.6667,92.75,80.46,85,99,14.09,light rain
479,Nabire,ID,-3.3667,135.4833,85.77,66,92,3.94,overcast clouds
480,Okhotsk,RU,59.3833,143.3,34.77,95,100,3.83,overcast clouds
481,Sibenik,HR,43.7272,15.9058,67.66,59,18,5.01,few clouds
482,Yaan,NG,7.3833,8.5667,74.46,80,75,2.95,broken clouds
483,Vite,IN,17.2833,74.55,76.44,68,100,5.99,overcast clouds
484,Tono,JP,39.3167,141.5333,67.14,32,0,7.87,clear sky
485,Naze,JP,28.3667,129.4833,69.58,73,100,16.28,light rain
486,Urusha,RU,54.05,122.9,62.08,26,64,3.98,broken clouds
487,Kalmunai,LK,7.4167,81.8167,81.57,75,74,16.11,broken clouds
488,Kiama,AU,-34.6833,150.8667,68.58,52,1,7.0,clear sky
489,Mackay,AU,-21.15,149.2,80.69,75,17,13.53,few clouds
490,Niceville,US,30.5169,-86.4822,80.55,87,0,6.91,clear sky
491,Yamada,JP,39.4667,141.95,65.41,50,4,5.1,clear sky
492,Siyabuswa,ZA,-25.1132,29.0445,54.95,64,0,4.29,clear sky
493,Minot,US,48.2325,-101.2963,71.82,37,20,4.61,few clouds
494,Tomigusuku,JP,26.185,127.675,77.54,68,40,13.8,scattered clouds
495,The Valley,AI,18.217,-63.0578,80.82,86,100,16.42,overcast clouds
496,Qiongshan,CN,20.0058,110.3542,77.16,72,100,14.05,overcast clouds
497,Lasa,IT,46.6166,10.7002,57.36,83,30,4.79,scattered clouds
498,Thames,NZ,-37.1333,175.5333,68.65,72,100,3.04,overcast clouds
499,Shu,KZ,43.5983,73.7614,67.01,57,93,9.73,overcast clouds
500,Krasnoselkup,RU,65.7,82.4667,49.59,89,100,13.73,overcast clouds
501,Tabuk,PH,17.4189,121.4443,75.97,91,100,3.85,overcast clouds
502,Esmeraldas,BR,-19.7625,-44.3139,61.66,72,0,7.38,clear sky
503,Linxia,CN,35.6003,103.2064,61.83,46,100,4.36,overcast clouds
504,Hunchun,CN,42.8675,130.3581,71.49,41,86,2.62,overcast clouds
505,Wellington,NZ,-41.2866,174.7756,65.86,77,3,18.41,clear sky
506,Ugoofaaru,MV,5.6667,73.0,83.1,77,100,22.17,overcast clouds
507,Revelstoke,CA,50.9832,-118.2023,50.52,83,99,1.99,overcast clouds
508,Meulaboh,ID,4.1363,96.1285,81.68,75,87,2.06,overcast clouds
509,Mezen,RU,65.8522,44.24,33.04,80,93,5.37,overcast clouds
510,Burnie,AU,-41.0667,145.9167,54.95,63,53,17.9,broken clouds
511,Alvorada,BR,-12.48,-49.1247,76.89,54,71,8.63,broken clouds
512,Ingham,US,42.6,-84.3833,57.15,58,0,4.61,clear sky
513,Mogadishu,SO,2.0371,45.3438,80.19,80,62,16.62,broken clouds
514,Suoyarvi,RU,62.0833,32.35,36.99,90,100,6.24,overcast clouds
515,Kununurra,AU,-15.7667,128.7333,91.38,40,1,10.36,clear sky
516,Bonthe,SL,7.5264,-12.505,78.78,86,100,6.87,light rain
517,Bubaque,GW,11.2833,-15.8333,79.36,88,93,16.62,overcast clouds
518,Mount Gambier,AU,-37.8333,140.7667,55.31,71,75,17.27,broken clouds
519,Valkeala,FI,60.9401,26.7979,39.6,81,0,6.91,clear sky
520,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,73,100,6.91,overcast clouds
521,Prince Rupert,CA,54.3161,-130.3201,47.41,76,100,10.27,overcast clouds
522,Yantal,RU,56.8471,105.2542,69.08,39,61,7.56,broken clouds
523,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.15,88,79,23.09,broken clouds
524,Price,US,39.5994,-110.8107,70.86,26,75,11.5,broken clouds
525,Marzuq,YE,14.4,46.4667,69.35,21,4,2.33,clear sky
526,Mount Isa,AU,-20.7333,139.5,82.17,44,1,11.5,clear sky
527,Tarakan,ID,3.3,117.6333,80.1,89,75,2.3,light rain
528,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,77,20,8.23,few clouds
529,Genhe,CN,50.7833,121.5167,67.35,20,55,7.56,broken clouds
530,Bambanglipuro,ID,-7.95,110.2833,83.39,74,95,3.53,overcast clouds
531,Sargatskoye,RU,55.6101,73.4972,60.85,54,12,5.66,few clouds
532,Daru,PG,-9.0763,143.2092,84.2,63,13,6.51,few clouds
533,Newcastle,AU,-32.9272,151.7765,66.97,53,0,18.41,clear sky
534,Santa Catalina,PH,9.3337,122.8637,85.98,67,100,3.4,light rain
535,Salalah,OM,17.0151,54.0924,82.49,78,36,2.3,scattered clouds
536,Nurota,UZ,40.5614,65.6886,74.23,33,100,1.7,overcast clouds
537,Novobiryusinskiy,RU,56.9578,97.7076,70.95,48,49,8.3,scattered clouds
538,Akyab,MM,20.15,92.9,85.17,75,100,5.08,overcast clouds
539,Eureka,US,40.8021,-124.1637,58.12,76,100,8.99,overcast clouds
540,Belaya Gora,RU,68.5333,146.4167,31.71,97,100,8.9,overcast clouds
541,Passau,DE,48.5712,13.449,57.61,87,22,3.71,few clouds
542,Sao Filipe,CV,14.8961,-24.4956,74.86,73,100,6.26,overcast clouds
543,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,17.27,broken clouds
544,Vila Velha,BR,-20.3297,-40.2925,73.35,94,75,3.44,broken clouds
545,Coos Bay,US,43.3665,-124.2179,56.98,81,0,11.5,clear sky
546,Bahia De Caraquez,EC,-0.6,-80.4167,77.18,86,100,6.38,light rain
547,Oktyabrskoye,RU,43.0645,44.7417,51.94,87,100,4.47,overcast clouds
548,Varna,BG,43.2167,27.9167,63.45,89,75,12.66,light intensity shower rain
549,Sept-Iles,CA,50.2001,-66.3821,43.32,97,100,10.36,mist
550,Walsall,GB,52.5853,-1.984,53.19,87,63,1.01,broken clouds
551,Lazaro Cardenas,MX,17.9583,-102.2,79.47,62,25,7.34,scattered clouds
552,Santa Fe,AR,-31.6333,-60.7,51.03,72,0,5.99,light rain
553,Yucca Valley,US,34.1142,-116.4322,86.52,23,0,14.0,clear sky
554,Ulaangom,MN,49.9811,92.0667,67.5,32,55,1.74,broken clouds
555,Guerrero Negro,MX,27.9769,-114.0611,61.16,78,0,19.77,clear sky
556,Wukari,NG,7.85,9.7833,76.44,77,77,3.2,broken clouds
557,Prince George,CA,53.9166,-122.753,53.26,51,0,3.44,clear sky
558,Skibbereen,IE,51.55,-9.2667,54.1,86,6,15.05,clear sky
559,Merauke,ID,-8.4667,140.3333,85.08,64,8,7.05,clear sky
560,Phalaborwa,ZA,-23.943,31.1411,62.28,81,96,3.06,overcast clouds
561,Amasia,TR,40.6533,35.8331,42.53,75,1,2.84,clear sky
562,Salinopolis,BR,-0.6136,-47.3561,79.47,84,95,8.95,overcast clouds
563,Vertou,FR,47.1687,-1.4693,57.06,94,0,2.3,clear sky
564,Kaihua,CN,23.3687,104.28,65.32,77,87,9.1,overcast clouds
565,Westport,US,41.1415,-73.3579,64.78,47,0,11.5,clear sky
566,Kobelyaky,UA,49.1489,34.1965,44.15,74,100,7.31,overcast clouds
567,Wattegama,LK,6.7989,81.4808,80.17,75,97,13.96,overcast clouds
568,Barreirinhas,BR,-2.7469,-42.8264,77.38,89,31,5.1,scattered clouds
569,Tiznit,MA,29.5833,-9.5,66.06,64,35,1.28,scattered clouds
570,Sarangani,PH,5.4033,125.4636,83.17,77,81,14.45,broken clouds
571,Southern Pines,US,35.174,-79.3923,69.19,71,0,0.0,clear sky
572,Santiago,CL,-33.4569,-70.6483,58.28,67,3,3.44,fog
573,Praya,CV,14.9215,-23.5087,79.34,44,0,19.57,clear sky
574,Juegang,CN,32.3174,121.1855,81.95,36,0,10.54,clear sky
575,Calabozo,VE,8.9242,-67.4293,80.69,70,100,1.34,overcast clouds
576,Vestmanna,FO,62.1564,-7.1664,47.32,93,75,13.8,broken clouds
577,Sabzevar,IR,36.2126,57.6819,65.48,52,40,0.0,scattered clouds
578,Manbij,SY,36.5281,37.9549,63.12,64,4,8.75,clear sky
579,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,84,91,6.87,overcast clouds
580,Atchison,US,39.563,-95.1216,79.39,93,77,4.16,heavy intensity rain
581,Mugur-Aksy,RU,50.35,90.5,53.24,45,1,1.54,clear sky
582,Olafsvik,IS,64.8945,-23.7142,49.01,79,93,10.33,overcast clouds
583,Shakawe,BW,-18.3667,21.85,56.75,55,46,0.36,scattered clouds
584,Santa Cruz,BO,-17.8,-63.1667,65.66,48,75,13.8,broken clouds
585,Boddam,GB,57.4667,-1.7833,52.18,88,90,19.98,overcast clouds
586,Bud,US,39.447,-86.1758,69.82,59,94,7.52,overcast clouds
587,Asilah,MA,35.465,-6.0348,69.76,66,7,5.5,clear sky
588,Santa Marta,CO,11.2408,-74.199,80.89,87,100,3.44,overcast clouds
589,Cairns,AU,-16.9167,145.7667,87.12,67,40,6.91,scattered clouds
590,Ankara,TR,39.9199,32.8543,54.21,77,0,1.7,clear sky
591,San-Pedro,CI,4.7485,-6.6363,78.64,86,71,7.14,broken clouds
592,Nishihara,JP,26.1842,127.7558,77.05,69,40,13.8,scattered clouds
593,Katete,UG,-0.7818,29.7544,60.03,89,100,2.82,overcast clouds
594,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,59.59,44,75,8.95,broken clouds
595,Ipixuna,BR,-1.7625,-48.8043,74.98,96,49,2.93,scattered clouds
596,Rantepao,ID,-2.9701,119.8978,77.31,72,100,1.52,overcast clouds
597,Amlagora,IN,22.8333,87.3333,87.94,63,35,9.37,scattered clouds
598,Owosso,US,42.9978,-84.1766,57.92,61,0,0.0,clear sky
599,Samarai,PG,-10.6167,150.6667,82.9,71,17,6.15,few clouds
600,Wapi Pathum,TH,15.8452,103.3768,85.32,66,99,8.63,overcast clouds
601,Morondava,MG,-20.2833,44.2833,73.69,59,4,11.07,clear sky
602,Ankpa,NG,7.3706,7.6253,72.45,82,31,2.89,scattered clouds
603,Nueve De Julio,AR,-35.4444,-60.8831,43.9,81,0,8.48,clear sky
604,Severo-Yeniseyskiy,RU,60.3725,93.0408,58.96,75,29,11.7,scattered clouds
605,Promissao,BR,-21.5367,-49.8581,48.16,68,0,11.25,clear sky
606,Swan River,CA,52.1058,-101.2676,44.49,87,100,12.66,overcast clouds
607,Mashhad,IR,36.297,59.6062,62.74,67,75,4.61,broken clouds
608,San Andres,CO,12.5847,-81.7006,82.42,83,40,9.22,scattered clouds
609,Zatoka,UA,46.0725,30.4654,55.27,90,100,22.68,moderate rain
610,Mamallapuram,IN,12.6264,80.1722,86.05,76,100,14.41,overcast clouds
611,Uruacu,BR,-14.5247,-49.1408,67.75,52,100,9.69,overcast clouds
612,Staszow,PL,50.5631,21.1659,41.92,72,0,8.03,clear sky
613,Katherine,AU,-14.4667,132.2667,88.12,35,7,12.66,clear sky
614,Sirsi,IN,14.6167,74.85,71.11,86,100,2.95,overcast clouds
615,Kibala,TD,9.1104,18.3463,76.95,83,20,9.22,thunderstorm
616,Yangambi,CD,0.8102,24.4336,69.44,98,29,1.32,scattered clouds
617,Shitkino,RU,56.3703,98.3543,72.27,42,55,8.14,broken clouds
618,Viransehir,TR,37.2353,39.7631,63.1,39,6,0.81,clear sky
619,Korla,CN,41.7597,86.1469,73.98,22,100,13.73,overcast clouds
620,Benguela,AO,-12.5763,13.4055,74.12,79,0,1.5,clear sky
621,Aasiaat,GL,68.7098,-52.8699,19.44,91,20,4.16,few clouds
622,Mazamari,PE,-11.3258,-74.5308,67.62,92,77,1.32,broken clouds
623,Moultrie,US,31.1799,-83.7891,77.83,64,0,0.0,clear sky
624,Meybod,IR,32.2501,54.0166,77.02,16,0,5.14,clear sky
625,Conde,BR,-7.2597,-34.9075,76.46,94,20,0.0,few clouds
626,Hirara,JP,24.8,125.2833,78.66,78,75,14.97,broken clouds
627,Tupik,RU,54.4253,119.9327,62.19,30,45,9.42,scattered clouds
628,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.82,92,59,3.38,broken clouds
629,Salvador,SV,13.8333,-88.9167,77.4,91,75,2.42,broken clouds
630,Road Town,VG,18.4167,-64.6167,80.69,94,40,10.36,scattered clouds
631,Honningsvag,NO,70.9821,25.9704,33.55,75,100,16.11,overcast clouds
632,Muros,ES,42.7762,-9.0603,59.09,95,100,3.29,overcast clouds
633,Purepero,MX,19.9167,-102.0167,67.26,43,87,7.16,overcast clouds
634,Tortoli,IT,39.9256,9.6572,67.82,83,0,4.61,clear sky
635,Keti Bandar,PK,24.1447,67.4497,82.69,76,0,17.0,clear sky
636,Jaciara,BR,-15.9653,-54.9683,61.41,30,96,9.19,overcast clouds
637,Salo,IT,45.6086,10.531,69.89,78,0,7.65,clear sky
638,Chengde,CN,40.9725,117.9361,75.45,24,9,3.47,clear sky
639,Sioux Lookout,CA,50.1001,-91.917,51.87,46,75,3.44,broken clouds
640,Huilong,CN,31.8111,121.655,77.94,41,80,10.56,broken clouds
641,Balezino,RU,57.9796,53.0106,43.25,93,100,10.27,overcast clouds
642,Puerto Narino,CO,-3.7703,-70.3831,71.51,99,100,4.21,overcast clouds
643,Xining,CN,36.6167,101.7667,59.76,42,100,3.76,overcast clouds
644,Beringovskiy,RU,63.05,179.3167,45.25,64,94,7.43,overcast clouds
645,Yerbogachen,RU,61.2767,108.0108,66.63,40,100,7.11,overcast clouds
646,Kitoy,RU,52.6,103.9,65.28,35,65,3.94,broken clouds
647,American Fork,US,40.3769,-111.7958,73.04,32,75,11.5,broken clouds
648,Anadyr,RU,64.75,177.4833,45.1,65,0,11.18,clear sky
649,Abnub,EG,27.2696,31.1511,70.02,38,0,8.3,clear sky
650,Crucea,RO,44.5333,28.2333,57.29,89,100,21.34,light rain
651,Rantauprapat,ID,2.1,99.8333,86.52,64,100,0.67,overcast clouds
652,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.13,89,1,7.67,clear sky
653,Huejuquilla El Alto,MX,22.6,-103.8667,69.37,34,86,2.3,overcast clouds
654,Acajutla,SV,13.5928,-89.8275,82.47,82,31,5.41,scattered clouds
655,Luanda,AO,-8.8368,13.2343,78.8,73,75,6.91,broken clouds
656,Palauig,PH,15.435,119.9045,83.57,75,100,8.99,overcast clouds
657,Kanth,IN,29.0667,78.6333,96.4,18,11,4.09,few clouds
658,Asau,RO,46.4333,26.4,50.95,81,100,10.09,light rain
659,Joao Camara,BR,-5.5375,-35.8197,71.98,90,99,7.34,overcast clouds
660,Boueni,YT,-12.9025,45.0761,80.58,71,82,20.89,broken clouds
661,Taltal,CL,-25.4,-70.4833,62.51,64,98,5.12,overcast clouds
662,Isangel,VU,-19.55,169.2667,79.81,77,84,18.32,broken clouds
663,Singkang,MY,2.1006,102.7994,88.12,62,50,3.29,scattered clouds
664,Vostok,RU,46.4856,135.8833,52.05,67,97,5.59,overcast clouds
665,Emba,KZ,48.8264,58.1442,56.8,54,27,12.97,scattered clouds
666,Priiskovyy,RU,51.9333,116.6333,69.15,28,99,6.04,overcast clouds
667,Gigmoto,PH,13.7796,124.39,85.32,70,99,10.58,overcast clouds
668,Lashio,MM,22.9333,97.75,80.13,66,95,2.59,overcast clouds
669,Sal Rei,CV,16.1833,-22.9167,72.55,82,93,6.26,overcast clouds
670,Oranjemund,NA,-28.55,16.4333,71.02,34,91,7.92,overcast clouds
671,Batsfjord,NO,70.6345,29.7185,31.93,93,100,21.85,snow
672,Valley City,US,46.9233,-98.0032,54.12,100,0,4.61,clear sky
673,Lodwar,KE,3.1191,35.5973,78.82,59,54,15.93,broken clouds
674,Bulawayo,ZW,-20.15,28.5833,51.76,87,80,9.13,broken clouds
675,Hurricane,US,37.1753,-113.2899,90.07,13,1,11.54,clear sky
676,Constitucion,CL,-35.3333,-72.4167,52.43,72,3,1.45,clear sky
677,Tefe,BR,-3.3542,-64.7114,71.62,99,100,4.56,light rain
678,Kingisepp,RU,59.3733,28.6134,43.34,70,98,4.68,overcast clouds
679,Aykhal,RU,66.0,111.5,40.51,66,11,9.51,few clouds
680,Pontes E Lacerda,BR,-15.2261,-59.3353,56.91,47,63,5.95,broken clouds
681,Dudinka,RU,69.4058,86.1778,45.63,96,100,7.85,overcast clouds
682,Amzya,RU,56.2354,54.3868,47.21,85,10,7.25,clear sky
683,Puerto Madryn,AR,-42.7692,-65.0385,50.85,46,8,21.81,clear sky
684,Kangaatsiaq,GL,68.3065,-53.4641,20.08,95,26,7.78,scattered clouds
685,Dabakala,CI,8.3667,-4.4333,77.22,82,100,7.02,overcast clouds
686,Muyezerskiy,RU,63.9333,31.65,34.59,92,100,7.31,overcast clouds
687,Aquiraz,BR,-3.9014,-38.3911,80.69,88,73,6.55,broken clouds
688,Kasongo-Lunda,CD,-6.4667,16.8167,73.47,63,98,0.87,overcast clouds
689,Srivardhan,IN,18.0333,73.0167,84.99,67,100,4.79,overcast clouds
690,Kachug,RU,53.9606,105.8817,70.93,31,92,6.06,overcast clouds
691,Penzance,GB,50.1186,-5.5371,54.28,88,12,13.27,few clouds
692,Boguchany,RU,58.3814,97.4531,76.24,40,19,12.5,few clouds
693,Jizan,SA,17.3333,42.6667,79.74,39,11,1.16,few clouds
694,Chapais,CA,49.7834,-74.8492,33.58,84,100,14.47,overcast clouds
695,Ihiala,NG,5.8538,6.8603,73.69,95,96,2.71,overcast clouds
696,Nancha,CN,47.1333,129.2667,69.93,19,10,6.15,clear sky
